Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
T0,Tumor stage - Main tumor cannot be found,肿瘤分期-找不到主要肿瘤,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
T1,Stage 1 tumor,1期肿瘤,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
T1DM,type 1 Diabetes Mellitus,1型糖尿病,,,
T2,Stage 2 tumor,2期肿瘤,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
T2DM,type 2 Diabetes Mellitus,2型糖尿病,,,
T3,Stage 3 tumor,3期肿瘤,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
T3,Triiodothyronine,三碘甲状腺原氨酸,https://en.wikipedia.org/wiki/Triiodothyronine,,
T4,Stage 4 tumor,4期肿瘤,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
T4,Thyroxine,甲状腺激素,https://en.wikipedia.org/wiki/Thyroid_hormones,,
TA,tibialis anterior,胫前肌,https://en.wikipedia.org/wiki/Tibialis_anterior_muscle,,
TAAA,Thoracoabdominal Aortic Aneurysm,胸腹主动脉瘤,,,
TAH,total abdominal hysterectomy,子宫切除术,https://en.wikipedia.org/wiki/Hysterectomy#Types_of_hysterectomy,,
TALEN,transcription activator-like effector nuclease,类转录活化因子核酸酶,https://en.wikipedia.org/wiki/Transcription_activator-like_effector_nuclease,,
TAVI,transcatheter aortic valve implantation,经皮主动脉瓣置换术,https://en.wikipedia.org/wiki/Percutaneous_aortic_valve_replacement,,
TAVR,transcatheter aortic valve replacement,经皮主动脉瓣置换术,https://en.wikipedia.org/wiki/Percutaneous_aortic_valve_replacement,,
TB,temporal bone,颞骨,https://en.wikipedia.org/wiki/Temporal_bone,,
TB,tuberculosis,结核病,https://en.wikipedia.org/wiki/Tuberculosis,,
TBI,traumatic brain injury,创伤性脑损伤,https://en.wikipedia.org/wiki/Traumatic_brain_injury,,
TBS,tris buffered saline,Tris缓冲盐水,,,
TCA,tricyclic antidepressant,三环类抗抑郁药,https://en.wikipedia.org/wiki/Tricyclic_antidepressant,,
TCAD,transplant coronary artery disease,移植冠状动脉疾病,,,
TCAR,transcarotid artery revascularization,经颈动脉血运重建,,,
TCC,Transitional Cell Carcinoma,移行细胞癌,,,
TCR,T cell receptor,T细胞受体,https://en.wikipedia.org/wiki/T-cell_receptor,,
TCS,template consensus sequence,模板共有序列,,,
TCT,thinnest corneal thickness,最薄的角膜厚度,,,
TEE,transesophageal echocardiogram,经食道超声心动图,https://en.wikipedia.org/wiki/Transesophageal_echocardiogram,,
TEM,Effector memory T,效应记忆T,,,
TEM,Transanal Endoscopic Microsurgery,经肛门内窥镜显微手术,,,
TENS,transcutaneous electrical nerve stimulation,经皮电神经刺激,https://en.wikipedia.org/wiki/Transcutaneous_electrical_nerve_stimulation,,
TEP,tumor educated platelet,肿瘤教育血小板,,,
TF,tissue factor,组织因子,https://en.wikipedia.org/wiki/Tissue_factor,,
TFA,transcervical fibroid ablation,经颈肌瘤消融,,,
TFCAS,transfemoral carotid artery stenting,经股颈动脉支架置入术,,,
TFI,transfemoral intervention,经股介入,,,
TFNE,transient focal neurological episode,短暂性局灶性神经系统发作,,,
TG,triglycerides,甘油三酯,https://en.wikipedia.org/wiki/Triglyceride,,
TGEV,transmissible gastroenteritis virus,猪传染性胃肠炎病毒,https://en.wikipedia.org/wiki/Transmissible_gastroenteritis_virus,,
TGFβ,transforming growth factor beta,乙型轉化生長因子 ( TGF-β ),https://en.wikipedia.org/wiki/Transforming_growth_factor_beta,,
TGFβ3,transforming growth factor β3,转化生长因子β3,,,
TGI,tracheal gas insufflation,气管充气,,,
THA,total hip arthroplasty,全髋关节置换术,https://en.wikipedia.org/wiki/Hip_replacement,,
THC,tetrahydrocannabinol,四氢大麻酚,https://en.wikipedia.org/wiki/Tetrahydrocannabinol,,
THR,total hip replacement,全髋关节置换,https://en.wikipedia.org/wiki/Hip_replacement,,
TIA,transient ischemic attack,短暂性脑缺血发作,https://en.wikipedia.org/wiki/Transient_ischemic_attack,,
TIBC,total iron-binding capacity,总铁结合能,https://en.wikipedia.org/wiki/Total_iron-binding_capacity,,
TID,three times per day,每天三回,,,
TIMI,thrombolysis in myocardial infarction,心肌梗塞溶栓,,,
TIPS,transjugular intrahepatic portosystemic shunt,经颈静脉肝内门脉系统静脉分流术,https://en.wikipedia.org/wiki/Transjugular_intrahepatic_portosystemic_shunt,,
TIV,tumor in vein,静脉肿瘤,,,
TKA,total knee arthroplasty,全膝关节置换,https://en.wikipedia.org/wiki/Knee_replacement,,
TKI,Tyrosine Kinase Inhibitor,酪氨酸激酶抑制剂,,,
TKO,to keep open,保持开放,,,
TKR,total knee replacement,全膝关节置换,https://en.wikipedia.org/wiki/Knee_replacement,,
TLH,total laparoscopic hysterectomy,全腹腔镜子宫切除术,,,
TLIF,Transforaminal Lumbar Interbody Fusion,经椎间孔腰椎椎体间融合术,,,
TLR,Toll‐like receptors,Toll样受体,,,
TM,tectorial membrane,保护膜,https://en.wikipedia.org/wiki/Tectorial_membrane,,
TM,transformed migraine,转化偏头痛,,,
TM,tympanic membrane (eardrum),鼓膜（鼓膜）,,,
TMA,transmetatarsal amputation,经子宫截肢,,,
TMB,tumor mutational burden,肿瘤突变负担,,,
TMEM43,transmembrane protein 43,跨膜蛋白43,,,
TMJ,temporomandibular joint,颞下颌关节,https://en.wikipedia.org/wiki/Temporomandibular_joint,,
TMN,tuberomammillary nucleus,结核母核,https://en.wikipedia.org/wiki/Tuberomammillary_nucleus,,
TMP-SMX,trimethoprim-sulfamethoxazole,复方新诺明,https://en.wikipedia.org/wiki/Trimethoprim/sulfamethoxazole,,
TMR,Transmyocardial Revascularization,经心肌血运重建,,,
TMS,transcranial magnetic stimulation,经颅磁刺激,https://en.wikipedia.org/wiki/Transcranial_magnetic_stimulation,,
TN,true negative,测试结果呈虚假的反应,https://en.wikipedia.org/wiki/False_positives_and_false_negatives#true_negative,,
TNE,transnasal esophagoscopy,经鼻食管镜,https://en.wikipedia.org/wiki/Transnasal_esophagoscopy,,
TNF,tumor necrosis factor,肿瘤坏死因子-α,https://en.wikipedia.org/wiki/Tumor_necrosis_factor,,
TNF-α,tumor necrosis factor alpha,肿瘤坏死因子-α,https://en.wikipedia.org/wiki/Tumor_necrosis_factor,,
TNFi,tumor necrosis factor inhibitor,肿瘤坏死因子抑制剂,,,
TNM,Tumor-Node-Metastasis,肿瘤结点转移,,,
TNTC,too numerous to count,数不清,,,
TOF,tetralogy of fallot,法乐氏四联症,https://en.wikipedia.org/wiki/Tetralogy_of_Fallot,,
TONIC,treatment of nonalcoholic fatty liver disease in children,治疗儿童非酒精性脂肪肝,,,
TORCH,"Toxoplasmosis, Other (syphilis, varicella-zoster, parvovirus B19), Rubella, Cytomegalovirus (CMV), and Herpes",弓形虫病，其他（梅毒，水痘带状疱疹，细小病毒B19），风疹，巨细胞病毒（CMV）和疱疹,,,
TP,total protein,总蛋白,,,
TP,true positive,测试结果呈虚假的反应,https://en.wikipedia.org/wiki/False_positives_and_false_negatives#true_positive,,
TPA,total parenteral alimentation,全肠外营养,,,
TPE,therapeutic plasma exchange,治疗性血浆置换,,,
TPN,Total Parenteral Nutrition,全胃肠外营养,,,
TPO,thrombopoietin,促血小板生成素,https://en.wikipedia.org/wiki/Thrombopoietin,,
TPR,"temperature, pulse, respiration",温度，脉搏，呼吸,,,
TRALI,transfusion-related acute lung injury,输血相关急性肺损伤,https://en.wikipedia.org/wiki/Transfusion-related_acute_lung_injury,,
TRD,tongue retaining device,锁舌装置,,,
TRESK,TWIK-related spinal cord potassium channel,TWIK相关的脊髓钾通道,,,
TRI,trans-radial intervention,-动脉介入,,,
TRM,resident memory T,常驻记忆T,,,
TRM,tissue-resident memory,组织驻留记忆,,,
TRP,transient receptor potential,瞬时受体电位,https://en.wikipedia.org/wiki/Transient_receptor_potential_channel,,
TRP,treatment-related pneumonitis,治疗相关性肺炎,,,
TRS,transcription regulatory sequence,转录调控序列,,,
TRUS,Transrectal Ultrasound,经直肠超声,,,
TSH,thyroid stimulating hormone,促甲状腺激素,https://en.wikipedia.org/wiki/Thyroid-stimulating_hormone,,
TSS,therapeutic staff support,治疗人员支持,,,
TSS-NS,therapeutic staff support non-school,治疗人员支持非学校,,,
TSS-S,therapeutic staff support in school,在校治疗人员的支持,,,
TTE,Transthoracic Echocardiogram,经胸超声心动图,,,
TTF,tumor treating fields,肿瘤治疗领域,https://en.wikipedia.org/wiki/Alternating_electric_field_therapy,,
TTP,Thrombotic Thrombocytopenic Purpura,血栓性血小板减少性紫癜,,,
TTP,tender to palpitation,温柔心pa,,,
TTP,tissue tolerable plasmas,组织耐受血浆,,,
TTS,temporary threshold shift,临时阈值偏移,,,
TTS,through-the-scope,通过范围,,,
TURBT,Transurethral Resection of Bladder Tumor,经尿道膀胱肿瘤切除术,,,
TURP,transurethral resection of prostate gland,经尿道前列腺切除术,,,
TVC,true vocal cord,声带,https://en.wikipedia.org/wiki/Vocal_cords,,
TVF,target vessel failure,目标船故障,,,
TVP,transvenous pacemaker,静脉起搏器,,,
TVR,Tricuspid Valve Replacement,三尖瓣置换,,,
TVUS,Transvaginal Ultrasound,经阴道超声,,,
TVV,Tricuspid Valve Valvuloplasty,三尖瓣瓣膜成形术,,,
TX,Tumor stage - Main tumor cannot be measured,肿瘤分期-无法测量主要肿瘤,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
TZD,Thiazolidinediones,噻唑烷二酮类,https://en.wikipedia.org/wiki/Thiazolidinedione,,
Tdap,"tetanus, diptheria, and tetanus",破伤风，白喉和破伤风,,,
Tx,treatment,治疗,https://en.wikipedia.org/wiki/Treatment,,
t-EMG,triggered EMG,触发肌电图,,,
t-MeHa,tele‐methylhistamine,端甲基组胺,,,
tMax,temperature maximum,最高温度,,,
tPA,tissue plasminogen activator,组织纤溶酶原激活物,https://en.wikipedia.org/wiki/Tissue_plasminogen_activator,,
tPSA,total prostate specific antigen,总前列腺特异性抗原,,,
tSSS,transformed Symptom Severity Score,症状严重程度评分,,,
UA,urinalysis,尿液分析,https://en.wikipedia.org/wiki/Clinical_urine_tests,,
UAE,uterine artery embolization,子宫动脉栓塞术,https://en.wikipedia.org/wiki/Uterine_artery_embolization,,
UAS,Uniform Assessment System,统一评估系统,,,
UAS,upper airway stimulation,上呼吸道刺激,,,
UC,ulcerative colitis,溃疡性结肠炎,https://en.wikipedia.org/wiki/Ulcerative_colitis,,
UCVA,uncorrected visual acuity,未矫正的视力,,,
UCx,urine culture,尿培养,https://en.wikipedia.org/wiki/Bacteriuria#Diagnosis,,
UDCA,Ursodeoxycholic Acid,熊去氧胆酸,,,
UDS,urine drug screen,药物测试,https://en.wikipedia.org/wiki/Drug_test#Urine_drug_screen,,
UDVA,uncorrected distance visual acuity,未矫正的远视力,,,
UE,unplanned extubation,计划外拔管,https://en.wikipedia.org/wiki/Unplanned_extubation,,
UF,ultrafiltration,超滤,https://en.wikipedia.org/wiki/Ultrafiltration,,
UFE,uterine fibroid embolization,子宫肌瘤栓塞术,https://en.wikipedia.org/wiki/Uterine_artery_embolization,,
UGI,upper gastrointestinal,上消化道,,,
ULN,upper limits of normal,正常上限,,,
UM,uveal melanoma,葡萄膜黑色素瘤,https://en.wikipedia.org/wiki/Uveal_melanoma,,
UMEC,umeclidinium,梅草碱,https://en.wikipedia.org/wiki/Umeclidinium_bromide,,
UNE,ulnar neuropathy at the elbow,肘部尺神经病变,,,
UNOS,United Network for Organ Sharing,器官共享联合网络,https://en.wikipedia.org/wiki/United_Network_for_Organ_Sharing,,
UO,urinary output,排尿,https://en.wikipedia.org/wiki/Urination,,
UPD,uniparental disomy,单亲二体性,https://en.wikipedia.org/wiki/Uniparental_disomy,,
UPF,uvulopalatal flap,耻骨上睑板皮瓣,,,
UPJ,Ureteropelvic Junction,骨盆交界处,,,
UPPP,uvulopalatopharyngoplasty,葡萄膜上睑咽喉成形术,https://en.wikipedia.org/wiki/Uvulopalatopharyngoplasty,,
URI,upper respiratory infection,上呼吸道感染,https://en.wikipedia.org/wiki/Upper_respiratory_tract_infection,,
US,ultrasound,超声波,https://en.wikipedia.org/wiki/Ultrasound,,
USH1,Usher Syndrome Type 1,亚瑟氏综合症1型,,,
USH2,Usher Syndrome Type 2,亚瑟综合症2型,,,
USH3,Usher Syndrome Type 3,亚瑟氏综合症3型,,,
USOH,usual state of health,正常的健康状况,,,
USPSTF,US Preventive Services Task Force,美国预防服务工作队,https://en.wikipedia.org/wiki/United_States_Preventive_Services_Task_Force,,
UST,ustekinumab,乌斯替单抗,https://en.wikipedia.org/wiki/Ustekinumab,,
UTI,urinary tract infection,泌尿道感染,https://en.wikipedia.org/wiki/Urinary_tract_infection,,
UV,ultraviolet,紫外线,https://en.wikipedia.org/wiki/Ultraviolet,,
uSAID,undifferentiated Systemic Autoinflammatory Disease,未分化的全身性自身炎性疾病,,,
uSAID,undifferentiated Systemic Autoinflammatory Disease,未分化的全身性自身炎性疾病,,,
upE,region upstream of the E gene,E基因上游区域,,,
V/Q,ventilation/perfusion,通气/灌注,,,
VA,venoarterial,静脉动脉,,,
VA,ventricular arrhythmia,心律失常,https://en.wikipedia.org/wiki/Arrhythmia#Ventricular,,
VA,vertebral artery,椎动脉,https://en.wikipedia.org/wiki/Vertebral_artery,,
VA,visual acuity,视力,https://en.wikipedia.org/wiki/Visual_acuity,,
VAC,vacuum-assisted closure,真空辅助愈合,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3516930/,,Y
VAP,ventilator-associated pneumonia,呼吸机相关性肺炎,https://en.wikipedia.org/wiki/Ventilator-associated_pneumonia,,
VAS,Visual Analogue Scale,视觉模拟量表,,,
VATS,Video Assisted Thoracoscopy,电视胸腔镜,,,
VB-MAPP,Verbal Behavior Milestones Assessment and Placement Program,言语行为里程碑评估和安置计划,https://en.wikipedia.org/wiki/Verbal_Behavior_Milestones_Assessment_and_Placement_Program,,
VBAC,vaginal birth after a previous cesarean delivery,先前剖宫产后的阴道分娩,,,
VBG,venous blood gas,静脉血气,,,
VC,vital capacity,肺活量,https://en.wikipedia.org/wiki/Vital_capacity,,
VCD,vascular closure device,血管闭合装置,https://en.wikipedia.org/wiki/Vascular_closure_device,,
VD,vascular dementia,血管性失智症,https://en.wikipedia.org/wiki/Vascular_dementia,,
VD,venereal disease,性感染疾病,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,
VDRF,ventilator-dependent respiratory failure,呼吸机依赖性呼吸衰竭,,,
VDRL,Venereal Disease Research Laboratory (serological test for syphilis),性病研究实验室（梅毒血清学检测）,,,
VDZ,vedolizumab,维多珠单抗,https://en.wikipedia.org/wiki/Vedolizumab,,
VED,Vascular Ehlerse-Danlos Syndrome,血管性Ehlerse-Danlos综合征,,,
VEEG,video EEG,视频脑电图,,,
VEEV,Venezuelan equine encephalitis virus,委内瑞拉马脑炎病毒,https://en.wikipedia.org/wiki/Venezuelan_equine_encephalitis_virus,,
VEGF,vascular endothelial growth factor,血管内皮生长因子,https://en.wikipedia.org/wiki/Vascular_endothelial_growth_factor,,
VEO-IBD,Very Early Onset Inflammatory Bowel Disease,早发性炎症性肠病,,,
VF,ventricular fibrillation,心室颤动,https://en.wikipedia.org/wiki/Ventricular_fibrillation,,
VF,visual field,视野,https://en.wikipedia.org/wiki/Visual_field,,
VHD,valvular heart disease,瓣膜性心脏病,https://en.wikipedia.org/wiki/Valvular_heart_disease,,
VHL,von Hippel-Lindau syndrome,希佩尔-林道综合征,https://en.wikipedia.org/wiki/Von_Hippel%E2%80%93Lindau_disease,,
VIDISCA,Virus-Discovery-cDNA-AFLP,病毒发现cDNA-AFLP,,,
VMAT,volume modulated arc therapy,容积调制电弧疗法,,,
VMAT2,vesicular monoamine transporter,囊泡单胺转运蛋白,https://en.wikipedia.org/wiki/Vesicular_monoamine_transporter,,
VNS,vagus nerve stimulator,迷走神经刺激,https://en.wikipedia.org/wiki/Vagus_nerve_stimulation,,
VOC,vasoocclusive crisis,血管闭塞性危机,,,
VOGM,Vein of Galen malformation,盖伦畸形静脉,,,
VP,Ventriculo-Peritoneal,心室-腹膜,,,
VPB,ventricular premature beat,心室过早搏动,https://en.wikipedia.org/wiki/Premature_ventricular_contraction,,
VPC,ventricular premature complexes,室性早搏,https://en.wikipedia.org/wiki/Premature_ventricular_contraction,,
VRAS,Virginia Radiosurgery AVM Scale,弗吉尼亚放射外科AVM量表,,,
VRE,vancomycin-resistant enterococci,抗万古霉素肠球菌,https://en.wikipedia.org/wiki/Vancomycin-resistant_Enterococcus,,
VS,Vertiflex Superion,Vertiflex Superion,,,
VS,Vertiflex Superion,Vertiflex Superion,,,
VS,Vertiflex Superion,Vertiflex Superion,,,
VS,vascular surgery,血管外科,https://en.wikipedia.org/wiki/Vascular_surgery,,
VS,vital signs,生命体征,https://en.wikipedia.org/wiki/Vital_signs,,
VSD,ventricular septal defect,心室中隔缺损,https://en.wikipedia.org/wiki/Ventricular_septal_defect,,
VSS,Venous Sinus Stenting,静脉窦支架,,,
VSS,vital signs stable,生命体征稳定,,,
VT,ventricular tachycardia,心室性心搏过速,https://en.wikipedia.org/wiki/Ventricular_tachycardia,,
VT,vest therapy,背心疗法,,,
VTE,venous thromboembolism,静脉血栓栓塞,https://en.wikipedia.org/wiki/Venous_thrombosis,,
VV,venovenous,静脉,,,
VVC,vulvovaginal candidiasis,念珠菌性外阴阴道炎,https://en.wikipedia.org/wiki/Vaginal_yeast_infection,,
VVI,"ventricle paced, ventricle sensed, pacing is inhibited if beat is sensed",如果感觉到搏动，则心室起搏，感觉到心室，起搏被抑制,,,
VWF,von Willebrand factor,冯·威兰布兰德因子,https://en.wikipedia.org/wiki/Von_Willebrand_factor,,
VWF:Ag,von Willebrand antigen,von Willebrand抗原,,,
VWF:CB,von Willebrand collagen binding,von Willebrand胶原蛋白结合,,,
VWF:RCo,von Willebrand factor ristocetin cofactor,von Willebrand因子ristocetin辅因子,,,
VZV,Varicella-Zoster Virus,水痘带状疱疹病毒,,,
vIGA,Validated Investigator Global Assessment,经过验证的研究者全球评估,,,
WB,weight bearing,负重,https://en.wikipedia.org/wiki/Weight-bearing,,
WBAT,weight bearing as tolerated,承受重量,,,
WBC,white blood cells,白细胞,https://en.wikipedia.org/wiki/White_blood_cell,,
WBC,white blood count,白血球计数,,,
WBE,wastewater-based epidemiology,基于废水的流行病学,https://en.wikipedia.org/wiki/Wastewater-based_epidemiology,,
